mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_samples_split,param_max_depth,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
71.58574867248535,0.14990879834501386,0.5708613395690918,0.015441672046623176,0.6,200,10,4,0.05,"{'subsample': 0.6, 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 4, 'learning_rate': 0.05}",0.8986144862175819,0.8944135807047502,0.8997127051709042,0.897580257364412,0.0022836231471785725,8
20.4710590839386,10.745631935761656,0.2352588971455892,0.027832409493972372,0.6,50,2,4,0.05,"{'subsample': 0.6, 'n_estimators': 50, 'min_samples_split': 2, 'max_depth': 4, 'learning_rate': 0.05}",0.8701214681819593,0.8668328519764831,0.8727262873433811,0.8698935358339411,0.002411377196044602,16
24.654743830362957,0.09796418256759523,0.2287906010945638,0.018974129552984484,1.0,50,2,5,0.05,"{'subsample': 1.0, 'n_estimators': 50, 'min_samples_split': 2, 'max_depth': 5, 'learning_rate': 0.05}",0.879500084107701,0.8759349124429183,0.8819210871694289,0.8791186945733495,0.002458680601022026,13
9.772961060206095,0.08718731956401232,0.21566120783487955,0.020530566515792378,0.6,50,5,3,0.01,"{'subsample': 0.6, 'n_estimators': 50, 'min_samples_split': 5, 'max_depth': 3, 'learning_rate': 0.01}",0.8074429344280514,0.8099015460938308,0.8171411011301705,0.8114951938840176,0.00411650290942026,20
9.561072190602621,0.11425101269435346,0.2120190461476644,0.028517075204984352,0.6,50,10,3,0.1,"{'subsample': 0.6, 'n_estimators': 50, 'min_samples_split': 10, 'max_depth': 3, 'learning_rate': 0.1}",0.8742410599581923,0.8700709522515792,0.8749204678723643,0.873077493360712,0.002143962975292708,14
13.107408920923868,0.23522611226441847,0.21166531244913736,0.0038882165425336676,0.6,50,10,4,0.05,"{'subsample': 0.6, 'n_estimators': 50, 'min_samples_split': 10, 'max_depth': 4, 'learning_rate': 0.05}",0.8701217083181505,0.8668268943991994,0.8727190636581624,0.8698892221251707,0.0024110788755951876,17
30.788081645965576,0.24821565428273182,0.3251578013102214,0.001408322978130539,0.6,100,2,5,0.1,"{'subsample': 0.6, 'n_estimators': 100, 'min_samples_split': 2, 'max_depth': 5, 'learning_rate': 0.1}",0.9040899608174394,0.9008809003083402,0.9071507546340082,0.9040405385865959,0.002559895861677509,4
63.17782060305277,1.5609911856642529,0.4915911356608073,0.0013275305819270766,0.8,200,2,4,0.1,"{'subsample': 0.8, 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 4, 'learning_rate': 0.1}",0.9065455704187235,0.9030790292670001,0.9078780467162559,0.9058342154673266,0.002022731077812572,3
29.937318722407024,1.2377402904301498,0.26930514971415204,0.03658387838397333,1.0,100,10,3,0.2,"{'subsample': 1.0, 'n_estimators': 100, 'min_samples_split': 10, 'max_depth': 3, 'learning_rate': 0.2}",0.8978885729835718,0.8956051284894245,0.9003990476411647,0.8979642497047203,0.0019578407209556556,6
17.62603521347046,0.17617517316707634,0.23057174682617188,0.010321956681394347,0.6,50,5,5,0.05,"{'subsample': 0.6, 'n_estimators': 50, 'min_samples_split': 5, 'max_depth': 5, 'learning_rate': 0.05}",0.8797584475594233,0.8762497219104527,0.8828647018353721,0.8796242904350827,0.002702219884006519,12
56.429056803385414,0.23814534108666335,0.4018189112345378,0.0187823819267673,1.0,200,5,3,0.1,"{'subsample': 1.0, 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 3, 'learning_rate': 0.1}",0.8978307463415274,0.8938074503263209,0.9002497335134487,0.8972959767270989,0.0026570957919219876,9
14.207769870758057,0.3177324581070883,0.17144258817036948,0.010561446967457045,1.0,50,2,3,0.1,"{'subsample': 1.0, 'n_estimators': 50, 'min_samples_split': 2, 'max_depth': 3, 'learning_rate': 0.1}",0.8703839832189875,0.8707360395537318,0.8736686087664464,0.8715962105130552,0.0014724382966590783,15
20.424623250961304,0.17105303728623317,0.20283929506937662,0.019322181865817797,0.8,50,5,5,0.1,"{'subsample': 0.8, 'n_estimators': 50, 'min_samples_split': 5, 'max_depth': 5, 'learning_rate': 0.1}",0.8933918380830378,0.8911203566758108,0.8969046684349732,0.8938056210646073,0.0023794926488187144,11
61.95149302482605,0.10636086640737465,0.44435715675354004,0.014167907005156011,0.8,200,5,4,0.05,"{'subsample': 0.8, 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 4, 'learning_rate': 0.05}",0.8979203864109035,0.8952892383450807,0.9006427823551493,0.8979508023703779,0.0021856810097966267,7
36.93373449643453,0.8869707143728993,0.38253339131673175,0.007606823421250898,0.6,200,10,3,0.1,"{'subsample': 0.6, 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 3, 'learning_rate': 0.1}",0.9007063264332138,0.8954385287662219,0.9003017680643908,0.898815541087942,0.0023936131731803986,5
47.646732807159424,0.2680853041818041,0.2936243216196696,0.010504155094485402,1.0,100,2,5,0.2,"{'subsample': 1.0, 'n_estimators': 100, 'min_samples_split': 2, 'max_depth': 5, 'learning_rate': 0.2}",0.9099615770087256,0.9060983248160914,0.9117827857438152,0.9092808958562107,0.002370058949090551,2
73.48854311307271,0.4139127863712239,0.4758172829945882,0.02898308896835502,1.0,200,10,4,0.2,"{'subsample': 1.0, 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 4, 'learning_rate': 0.2}",0.910988685678563,0.9082797125207566,0.9130092926705996,0.910759230289973,0.00193764796079543,1
